lead_id,name,email,phone_number,age,age_group,city,city_tier,family_background,occupation,income,credit_score,education_level,num_site_visits,avg_time_on_page,form_filled,whatsapp_reply_count,clicked_ad,bounced,referral_source,ip_geolocation_verified,device_type,campaign_id,crm_segment_tag,linkedin_profile_exists,news_sentiment_about_company,company_size,industry_type,lead_created_at,intent_score
ab52c00f-4f69-4a5b-b7ec-26b22c864b3e,Robert Bowers,gmerritt@example.net,628.560.4161,32,26-35,Chandigarh,2,Single,Student,921396,763,PhD,7,120.06,0,3,0,0,SEO,0,Desktop,CAMP001,C,0,-0.92,1000+,Tech,2025-06-29 14:08:35,35
cf028be2-3847-4b9f-8796-ccf4d6d76a36,Lauren Rodriguez,marysummers@example.net,374-364-3330x40305,21,18-25,Bangalore,1,Married with Kids,Salaried,178434,779,PhD,6,90.1,1,0,0,1,Referral,0,Mobile,CAMP001,B,0,-0.89,200-1000,Real Estate,2025-06-30 11:50:49,30
598d32a8-fc4b-4599-8375-b370a9a2e013,Aaron Marks,carrieward@example.net,+1-309-494-9194x37333,52,51+,Pune,2,Married,Unemployed,583140,785,Graduate,13,5.25,0,3,1,0,Email,1,Mobile,CAMP002,A,1,-0.02,<50,Tech,2025-07-12 20:27:38,60
87c5c0f3-b27a-4ff5-b466-2d81df2a93e0,Scott Gomez,vparsons@example.net,6229080538,35,26-35,Chandigarh,2,Married,Student,566657,545,Postgrad,15,37.94,1,0,0,0,Organic,0,Mobile,CAMP001,A,1,0.85,200-1000,Tech,2025-07-10 23:46:30,20
732d5b01-2729-4911-b22c-8c07e02fd093,Ana Garrison,randy18@example.org,+1-559-614-6120x14079,53,51+,Indore,3,Single,Salaried,485828,532,Postgrad,15,93.48,0,4,0,1,Email,0,Mobile,CAMP003,C,1,-0.94,50-200,Finance,2025-06-13 21:16:36,40
71dfe9ad-d258-4444-b320-6cd9016b16c2,Rebecca Pearson,garciaanthony@example.net,001-731-573-4996x3215,36,36-50,Delhi,1,Single,Self-Employed,520415,377,Postgrad,7,56.59,1,3,0,1,Email,0,Desktop,CAMP001,C,1,0.86,200-1000,Real Estate,2025-06-24 16:54:13,35
76d492b5-c941-4c4f-9ddd-7939d98ba677,Erica Garcia,david86@example.org,(524)900-0259,53,51+,Bangalore,1,Married,Unemployed,695723,438,Graduate,12,35.82,1,2,1,0,Organic,1,Tablet,CAMP002,B,0,0.95,1000+,Finance,2025-06-29 05:18:55,35
88756eca-1568-4054-8a2a-9c24db484ee2,Andrew Williams,annbenton@example.com,5897757842,36,36-50,Nagpur,3,Married,Student,192625,526,Graduate,4,55.25,1,0,0,1,Paid Ad,0,Desktop,CAMP002,A,1,-0.69,200-1000,Education,2025-06-16 22:29:43,10
ac71f055-efe8-4618-8fac-6a8ea0d694c1,Roy Ballard,howard49@example.org,+1-984-416-3447,34,26-35,Nagpur,3,Single,Freelancer,765210,308,Undergrad,4,133.11,0,3,0,1,SEO,1,Tablet,CAMP001,B,1,-0.8,<50,Finance,2025-07-06 13:00:50,25
9cb42933-6a83-4667-9f1e-725da4807bf1,Robin Rosales,adamwood@example.org,(670)345-3304x349,45,36-50,Bangalore,1,Single,Freelancer,374202,706,Postgrad,5,34.15,1,3,0,1,Paid Ad,0,Desktop,CAMP002,B,0,0.02,1000+,Healthcare,2025-06-30 13:24:52,25
eaf45eca-8ff6-4a46-912f-5de4e778f429,Brenda Price,ocarter@example.org,+1-273-514-0290x30081,51,51+,Indore,3,Single,Self-Employed,316136,613,Graduate,3,61.53,1,5,1,0,Paid Ad,1,Tablet,CAMP003,C,0,0.6,50-200,Tech,2025-07-12 11:30:34,60
a4949789-1dbc-4441-91fa-ac50173f3ed4,John Brooks,bmedina@example.org,763-548-4430,21,18-25,Rajkot,3,Married with Kids,Student,753358,475,Undergrad,14,97.94,1,3,0,1,Referral,1,Mobile,CAMP002,C,0,-0.08,1000+,Tech,2025-06-27 14:54:20,35
c0b33263-ee67-471e-82c1-6b47ed33974e,Karen Rogers,andrew82@example.org,+1-928-388-1613,23,18-25,Indore,3,Married with Kids,Self-Employed,981515,513,Graduate,9,83.98,1,4,0,1,Email,1,Tablet,CAMP002,C,0,-0.19,200-1000,Tech,2025-07-11 05:12:38,40
83f1525e-af23-4c23-93bc-2a01e27b8f76,Patricia Henry,reginamartinez@example.com,855.542.8468,57,51+,Mumbai,1,Married,Unemployed,728196,689,Undergrad,15,60.47,0,5,0,1,Referral,1,Mobile,CAMP002,C,0,-0.97,<50,Real Estate,2025-07-09 08:40:37,35
35935cc2-0d75-4bea-ad5d-dcda71a3cb33,Carol Fox,karenolson@example.com,+1-743-427-4026x558,51,51+,Ahmedabad,2,Single,Unemployed,755701,372,Postgrad,11,16.36,0,0,1,0,SEO,1,Tablet,CAMP001,C,0,0.37,50-200,Tech,2025-06-25 17:39:07,15
0ce14663-ed4b-427b-8f49-1d8b5de079a4,Nathan Wright,romerowilliam@example.net,980-651-4388x273,30,26-35,Rajkot,3,Married with Kids,Unemployed,747272,450,Postgrad,2,33.57,0,1,1,0,SEO,0,Tablet,CAMP001,A,0,0.25,1000+,Education,2025-07-11 01:42:04,20
425b8db7-92bd-4621-9617-2f2a0bcf62b0,Kathleen Davis,bowenmargaret@example.org,506-521-4613x3547,55,51+,Pune,2,Married,Salaried,765652,768,Postgrad,3,92.23,1,3,1,1,SEO,0,Tablet,CAMP002,B,0,-0.34,200-1000,Finance,2025-07-05 22:03:57,50
c481a378-dcc9-445d-ab34-c2b20f0e82c6,Gregory Short,olee@example.net,941-657-7180,53,51+,Ahmedabad,2,Married,Unemployed,167723,685,Postgrad,11,54.13,1,2,0,0,Paid Ad,1,Tablet,CAMP003,C,0,-0.75,1000+,Real Estate,2025-07-10 09:47:50,20
a96af085-c063-4e50-a4de-a1db229066fb,Victoria Lopez,igutierrez@example.net,+1-651-741-9082x7457,32,26-35,Mumbai,1,Married with Kids,Salaried,403642,826,Undergrad,10,16.47,1,1,0,0,SEO,0,Mobile,CAMP003,C,0,-0.12,1000+,Real Estate,2025-07-02 23:27:43,25
94dd807f-e3ca-468a-9b47-0eb359565a27,Lindsey Forbes,freemanmonica@example.org,536.243.5371x2146,22,18-25,Pune,2,Single,Self-Employed,562440,645,Undergrad,14,149.38,0,3,1,1,Referral,0,Tablet,CAMP003,C,1,0.93,50-200,Healthcare,2025-07-07 05:28:27,50
0ed89b3f-dd2d-4232-a61b-e0160f5f2728,Erin Harris,scottkelsey@example.net,(632)631-0265x5747,37,36-50,Ahmedabad,2,Married,Salaried,644866,414,Postgrad,14,120.45,0,3,1,0,SEO,0,Tablet,CAMP003,B,1,-0.53,50-200,Healthcare,2025-07-12 06:48:46,50
7d9177d2-64b9-4412-a553-c2b83338ec24,Tracy Garcia,meyerkenneth@example.org,597.740.9393x49647,33,26-35,Delhi,1,Single,Freelancer,530884,801,Graduate,3,7.02,1,5,1,1,Paid Ad,1,Tablet,CAMP002,C,0,-0.46,200-1000,Real Estate,2025-06-23 15:10:42,50
ddfcdf94-cf04-4b80-b5f1-fab69ef2f1c8,James Mcbride,kelly62@example.com,318.389.2670x136,55,51+,Chandigarh,2,Single,Salaried,531350,515,Postgrad,13,81.33,1,0,0,1,Organic,1,Tablet,CAMP002,B,1,0.65,200-1000,Education,2025-07-03 00:30:12,20
2fb6695f-3802-463e-b074-39f1632e6d7f,Barbara Doyle,cbanks@example.com,001-641-744-7720,33,26-35,Delhi,1,Married with Kids,Salaried,454873,474,Postgrad,11,104.27,0,4,0,0,Organic,0,Mobile,CAMP003,B,0,0.05,<50,Tech,2025-06-23 22:51:22,30
f5866b79-f969-40a5-b94e-0293e450bf98,Richard Chapman,sgeorge@example.com,(876)524-3960,39,36-50,Delhi,1,Single,Unemployed,720949,693,Undergrad,2,11.62,1,1,0,1,Organic,1,Mobile,CAMP003,A,1,0.7,50-200,Finance,2025-06-14 21:00:22,15
96e9f97c-7738-4b5c-bcca-ee6009e2a2b2,Tiffany Clark,daniellecolon@example.net,001-417-387-3563,35,26-35,Indore,3,Married,Unemployed,711328,383,Graduate,8,62.87,0,3,0,1,Paid Ad,1,Desktop,CAMP003,C,1,0.58,<50,Healthcare,2025-06-18 06:23:23,25
8ddaf5e0-742e-42fa-b30e-229a80ecb2de,Ashley Cruz,kday@example.net,773.251.0597x3446,60,51+,Delhi,1,Married,Salaried,113236,503,Postgrad,8,127.34,1,4,1,0,Paid Ad,0,Mobile,CAMP003,C,1,-0.94,50-200,Tech,2025-06-14 18:57:43,65
9ddb99b0-72c7-4415-8b4e-170e9ec68909,Joyce Wade,brendafarrell@example.com,001-816-562-9087x92968,28,26-35,Pune,2,Single,Student,897174,380,Postgrad,5,106.1,0,4,1,0,SEO,1,Tablet,CAMP002,C,1,0.25,200-1000,Real Estate,2025-07-03 17:23:24,55
73f387c3-7d6b-4d39-be96-7bc1bb7be5ce,Crystal Brooks,michelleanderson@example.org,(500)275-5040x8413,57,51+,Chandigarh,2,Married with Kids,Unemployed,337060,722,Graduate,5,37.05,0,4,0,0,Email,1,Mobile,CAMP001,B,1,-0.79,200-1000,Tech,2025-06-17 17:53:58,50
ea83a15c-513f-4075-b59d-fb3f10fb20d2,Joshua Anderson,fharper@example.com,+1-698-286-1825x6166,33,26-35,Delhi,1,Married,Salaried,506584,344,PhD,9,36.1,0,3,1,1,Paid Ad,1,Desktop,CAMP002,C,1,0.08,50-200,Tech,2025-06-21 07:23:00,30
219006c0-00f0-46b0-a40b-17908d6179ba,Kristina Thomas,erinphillips@example.com,(916)251-7586x66265,52,51+,Nagpur,3,Single,Self-Employed,918666,429,Postgrad,5,81.98,1,4,0,0,Organic,1,Mobile,CAMP002,B,1,-0.12,200-1000,Education,2025-06-27 12:03:40,50
cffd6588-8b63-4556-b7e8-92f2e82c9115,Christina Duncan,valerienunez@example.net,709-991-2691x764,31,26-35,Rajkot,3,Married with Kids,Unemployed,177993,384,PhD,1,119.68,1,4,0,1,Paid Ad,1,Tablet,CAMP003,B,0,0.9,1000+,Real Estate,2025-07-04 13:48:40,30
2ae01cc7-4be6-49fc-a1b9-dc2cf9b974e0,Ryan Bradley,stephanie70@example.net,947-620-9264x65296,25,18-25,Pune,2,Single,Salaried,831440,329,Postgrad,13,14.07,1,0,1,1,Email,0,Desktop,CAMP003,B,0,0.45,<50,Finance,2025-07-05 21:10:36,25
d7479ab4-9aac-43f8-8042-d3df1c5bae37,Mia Ortiz,henrynichole@example.org,001-400-217-9776x6002,23,18-25,Rajkot,3,Married,Student,205735,674,PhD,6,105.61,1,0,1,0,Referral,1,Desktop,CAMP002,B,1,-0.81,1000+,Tech,2025-06-14 05:02:34,55
b05dd2b5-3ffd-40cf-ab66-52c9a5fa6d26,Elizabeth Anderson,derekcooper@example.org,(409)341-2456,28,26-35,Delhi,1,Married with Kids,Self-Employed,902373,443,Postgrad,10,10.65,0,3,0,0,Organic,1,Desktop,CAMP003,C,1,0.62,1000+,Real Estate,2025-06-20 04:19:21,25
05efa8b1-e4f0-4cef-a1e4-cf15bda5a12d,David Li,raydaniel@example.org,001-965-845-2551,42,36-50,Chandigarh,2,Married,Unemployed,936866,440,Postgrad,9,55.05,0,3,1,0,SEO,0,Tablet,CAMP002,A,0,0.01,50-200,Tech,2025-06-28 12:17:06,30
8f7cce9f-9d0a-4469-b768-02fe6a6c9c65,Eric Guzman,anthony92@example.com,(389)675-7203,34,26-35,Ahmedabad,2,Married with Kids,Salaried,167683,586,Graduate,4,143.29,0,1,1,1,Paid Ad,0,Mobile,CAMP003,A,0,-0.44,<50,Real Estate,2025-06-22 12:57:46,20
19e5829a-67c4-4d5e-8290-9627daeccd67,Robert Dixon,shelley99@example.com,409.590.6998x189,47,36-50,Rajkot,3,Married,Student,871523,652,Undergrad,3,85.35,1,5,0,0,Referral,1,Desktop,CAMP003,B,0,-0.93,<50,Healthcare,2025-07-05 22:26:25,55
4da51e0e-4202-424a-8f53-e008124b4f8d,Kathleen Sandoval,donnaking@example.net,+1-306-488-7858x039,60,51+,Chandigarh,2,Married with Kids,Salaried,915520,357,Undergrad,9,25.74,1,3,1,0,Email,0,Tablet,CAMP002,B,0,0.06,50-200,Education,2025-07-05 08:41:16,50
9e2e21d1-7be3-4b8d-98e8-4d5ccbc75daf,Gabrielle Nixon,ucook@example.net,595.234.2970x39773,47,36-50,Bangalore,1,Married,Freelancer,433740,724,Graduate,10,16.53,1,5,1,0,Paid Ad,1,Tablet,CAMP003,C,1,0.41,50-200,Education,2025-06-14 11:36:35,70
4195a84f-1724-4b00-a79e-b5a640b6a2a0,Robin Martin,pdaniel@example.net,841-404-2320x0865,43,36-50,Delhi,1,Married,Student,972855,578,Graduate,13,107.56,1,5,0,1,SEO,1,Desktop,CAMP001,B,0,-0.92,1000+,Finance,2025-06-22 05:22:41,35
8fd2e255-4271-4423-b923-8eddf0504804,Mr. Daryl Trevino,brownjustin@example.net,367-957-3251x4156,23,18-25,Chandigarh,2,Married with Kids,Student,126195,629,Undergrad,4,67.34,1,2,0,1,Organic,0,Tablet,CAMP001,C,1,-0.08,1000+,Finance,2025-06-22 05:16:21,30
47a2b724-2d72-48dc-9610-ded7dd5291df,Brian Perkins,johnnywells@example.net,001-861-674-0353x005,40,36-50,Delhi,1,Married with Kids,Salaried,425752,472,Undergrad,5,8.18,0,1,1,1,Organic,1,Mobile,CAMP002,B,0,0.07,50-200,Finance,2025-06-19 00:15:42,10
7d4790e9-27f2-4fa9-b2ee-3ee1db187e81,Anthony Cunningham,qpatrick@example.org,426.430.1508,32,26-35,Rajkot,3,Married with Kids,Unemployed,112068,520,Graduate,5,64.53,0,1,0,1,Organic,1,Desktop,CAMP002,B,0,0.31,200-1000,Real Estate,2025-07-12 18:37:31,5
97289980-0b79-4535-b3bf-480c811f6bee,Bernard Walker,qjohnson@example.com,001-803-486-0729x430,25,18-25,Bangalore,1,Married,Freelancer,941141,343,Graduate,1,130.47,1,4,1,1,Paid Ad,1,Tablet,CAMP001,C,1,0.24,200-1000,Education,2025-07-07 11:04:00,55
463e900c-c583-48be-b00f-2907751cc652,Charles Wood,mendezemily@example.org,+1-855-286-7931,47,36-50,Rajkot,3,Married with Kids,Student,523591,369,Graduate,6,72.48,0,4,0,1,SEO,1,Tablet,CAMP002,A,0,-0.86,<50,Real Estate,2025-06-20 11:57:33,20
323ab634-6cd6-4361-835b-0b86790c71d2,Michelle Nichols,xochoa@example.com,001-261-728-0695x5211,22,18-25,Nagpur,3,Married,Student,387500,654,Undergrad,6,70.78,0,4,1,1,Paid Ad,1,Desktop,CAMP003,A,0,-0.92,200-1000,Education,2025-06-23 07:05:44,35
1c23ab67-db4c-4ff9-a5d0-654d143ed6ce,Robert Kennedy,christina13@example.com,612-492-8810,52,51+,Bangalore,1,Married with Kids,Unemployed,287562,681,Graduate,10,67.9,0,1,0,0,Referral,0,Desktop,CAMP001,B,1,-0.94,50-200,Education,2025-06-23 07:32:11,35
5312a340-ab9c-4a80-a13c-c87e8d0b7ef2,Dawn Harvey,haley54@example.com,2858548859,22,18-25,Indore,3,Single,Freelancer,605023,767,Postgrad,7,31.79,1,5,0,0,SEO,1,Desktop,CAMP003,B,0,0.87,1000+,Healthcare,2025-07-10 20:29:33,45
945bba9d-3d84-4059-8e51-2a7d0ce086f8,Karen Rice,christy84@example.com,6602269095,34,26-35,Chandigarh,2,Married,Student,599389,490,Postgrad,7,45.21,1,2,0,1,Email,1,Tablet,CAMP002,C,0,0.5,200-1000,Education,2025-06-29 18:26:05,20
1af42a0d-21fb-428e-a4cd-a401adf81e94,Kelsey Williamson,robinpope@example.com,573.508.8153x029,44,36-50,Ahmedabad,2,Single,Student,504665,389,Graduate,14,117.48,0,4,1,0,Organic,1,Mobile,CAMP002,B,1,-0.71,1000+,Real Estate,2025-06-22 20:22:04,55
e80a3e28-cc2a-4789-a32b-64c5f416e626,Antonio Thomas,wlane@example.org,+1-741-527-9132,27,26-35,Chandigarh,2,Married,Unemployed,601685,388,PhD,8,84.86,1,3,0,1,Referral,1,Desktop,CAMP002,A,0,0.17,<50,Tech,2025-06-25 01:39:49,35
8522e8e1-5b84-474f-b3e7-71d323d0a1a1,Katrina Green,torreschristian@example.org,742.221.2115x4448,25,18-25,Pune,2,Married with Kids,Unemployed,630072,836,PhD,8,82.85,1,1,1,1,Email,1,Tablet,CAMP001,A,0,-0.34,<50,Finance,2025-06-20 01:48:58,50
685ae22a-c1a8-4e28-8c75-353bad618c33,Alicia Vazquez,fcollier@example.org,813.277.9730x9514,55,51+,Rajkot,3,Married,Salaried,657078,603,PhD,14,63.5,0,1,1,0,Email,1,Mobile,CAMP002,A,1,-0.83,<50,Finance,2025-07-04 16:40:02,50
2c04186c-7e50-43b9-9d80-1c3730b76ffe,Andrew Walters,albert40@example.org,(817)385-6343,35,26-35,Delhi,1,Single,Student,557913,833,PhD,13,23.18,1,4,0,1,Referral,0,Mobile,CAMP002,A,1,0.6,200-1000,Healthcare,2025-06-26 07:09:10,50
085af964-d2fc-4821-9d59-b2a3564d3fc3,Kyle King,barrallison@example.com,+1-566-877-5646,60,51+,Pune,2,Married,Salaried,873812,724,Graduate,5,72.15,0,0,1,1,Email,1,Desktop,CAMP002,A,0,0.38,200-1000,Education,2025-06-24 18:05:02,35
26944510-ffa5-472a-837d-895334cfafec,Douglas Manning,wromero@example.org,699-890-8701,49,36-50,Nagpur,3,Single,Freelancer,851410,500,Undergrad,2,138.34,0,0,0,1,SEO,0,Tablet,CAMP001,C,0,-0.9,50-200,Tech,2025-06-18 11:43:42,0
e1fce5a5-7838-4eb3-83e1-d6e1ed93fbd1,Rachel Thornton,oterry@example.net,(646)478-3146,59,51+,Ahmedabad,2,Married,Freelancer,358578,831,Postgrad,11,12.47,1,5,1,1,Referral,0,Mobile,CAMP003,A,1,-0.54,<50,Real Estate,2025-06-29 05:00:21,70
cf431f7f-8217-4f79-8760-5ae0c58a4122,Casey Thomas,cynthia96@example.net,(347)573-2372x49292,25,18-25,Bangalore,1,Married,Freelancer,729589,546,PhD,4,65.3,1,4,0,1,Organic,0,Tablet,CAMP002,B,0,0.02,200-1000,Education,2025-06-24 04:36:30,30
015c6370-f2bb-4eeb-8e47-46cd236393d3,Andrea Powell,richard56@example.net,(474)850-5695,51,51+,Bangalore,1,Married,Unemployed,650734,409,Postgrad,6,135.6,0,1,0,1,Referral,0,Tablet,CAMP001,B,1,-0.2,<50,Healthcare,2025-06-17 01:17:16,25
6df2c43e-e28e-4939-9b23-59ece80d2012,Anna Hill,courtneyboyd@example.org,(958)602-5621,50,36-50,Ahmedabad,2,Married with Kids,Student,626423,837,PhD,3,33.77,1,0,0,1,Email,1,Desktop,CAMP002,B,1,0.82,50-200,Tech,2025-07-06 01:50:12,30
bb8e67aa-4cba-4ebc-8c2a-acd06f9241d6,Edward Adams,dwayne65@example.com,(261)260-4643,54,51+,Bangalore,1,Single,Unemployed,967393,586,Undergrad,10,120.52,1,5,0,0,Organic,0,Tablet,CAMP001,A,1,-0.72,50-200,Tech,2025-07-04 07:08:41,55
e6577b35-7689-4488-8e3a-40e32903092c,James Norris,kimberly31@example.org,+1-978-937-4766x937,27,26-35,Chandigarh,2,Married,Salaried,440478,441,Postgrad,14,98.59,0,4,0,1,Organic,0,Tablet,CAMP002,C,1,-0.34,50-200,Education,2025-06-22 00:05:29,30
2d1e396a-becc-4b1b-8598-006a4e1cea92,Caroline Hicks,thompsonamber@example.com,+1-961-928-2612x4998,21,18-25,Mumbai,1,Single,Salaried,315631,850,Graduate,3,129.64,1,3,1,1,Organic,1,Mobile,CAMP002,A,0,-0.43,1000+,Healthcare,2025-07-12 13:53:14,50
495c948f-d806-4328-99ad-abdb9136ab79,Sandra Wagner,heather06@example.net,+1-212-875-6104,36,36-50,Ahmedabad,2,Single,Self-Employed,247144,464,Graduate,4,66.79,1,2,1,1,Paid Ad,1,Desktop,CAMP001,B,0,0.43,1000+,Real Estate,2025-07-05 22:11:49,35
24a8d373-3008-41dc-bc08-23cad5506426,Joseph Long,abigail06@example.org,471-265-6938x651,43,36-50,Mumbai,1,Single,Self-Employed,384620,651,Graduate,2,83.02,1,0,1,1,Organic,0,Tablet,CAMP003,A,1,-0.7,200-1000,Healthcare,2025-06-29 07:50:40,35
caa1d647-5ad6-4166-9c60-7144434933b6,Alexander Webb,tgilmore@example.com,001-970-216-9620x23362,60,51+,Nagpur,3,Single,Student,216463,832,Graduate,15,33.34,0,4,0,0,Organic,1,Desktop,CAMP001,C,1,-0.17,<50,Education,2025-07-02 10:06:22,40
ac7191b3-3e7e-43a5-84ad-e9ac5f054fdc,Christine Kennedy,sierra23@example.com,735-712-9045x8963,60,51+,Rajkot,3,Married with Kids,Unemployed,559391,490,Undergrad,2,127.04,1,2,1,1,Referral,0,Mobile,CAMP002,C,1,0.99,1000+,Real Estate,2025-06-19 16:45:45,55
0c4b6393-dbe5-43a9-9126-39b84a45609d,Andrew Ramirez,kristina06@example.net,(360)758-8095x9243,23,18-25,Delhi,1,Married,Freelancer,653984,433,Postgrad,6,48.28,1,3,1,1,Organic,0,Tablet,CAMP001,A,0,0.6,<50,Real Estate,2025-07-08 13:30:00,30
29bf48e4-3f04-4955-82e9-dbf9a041dea0,James Burns,danieljenkins@example.net,(860)728-9281x4989,56,51+,Chandigarh,2,Married,Salaried,979170,653,Graduate,8,78.0,0,3,1,0,Email,0,Tablet,CAMP001,B,0,-0.39,<50,Tech,2025-07-04 02:16:21,50
a96f6a15-96e7-4a7f-a838-e8dddc3ad635,Samantha Olson,blevinssavannah@example.com,883-661-1538x336,36,36-50,Bangalore,1,Married with Kids,Student,696752,749,PhD,1,123.04,0,4,1,0,Email,1,Tablet,CAMP003,B,1,0.16,<50,Tech,2025-06-26 19:58:59,75
776138b6-4861-4fa9-b25c-44ec971e6552,Crystal Hall,russellbender@example.net,001-245-866-1155x6816,38,36-50,Indore,3,Married with Kids,Student,926495,525,Undergrad,3,113.04,1,5,1,0,SEO,0,Mobile,CAMP001,C,0,-0.06,<50,Tech,2025-06-27 22:09:22,60
7050f2a7-5ebc-46f3-8eba-abc3abf880f2,Sarah Butler,ruizamy@example.net,+1-961-947-3074x802,55,51+,Mumbai,1,Married with Kids,Unemployed,346453,443,Postgrad,7,30.92,0,0,0,1,Paid Ad,0,Tablet,CAMP003,C,0,-0.94,1000+,Education,2025-06-19 11:59:14,-10
7f0868cf-e70a-4a3c-b631-39b8f1e0a4dd,Brian Matthews,lweber@example.com,(652)517-4565x8988,49,36-50,Delhi,1,Married,Student,692718,419,Undergrad,13,126.19,1,0,1,0,Referral,0,Desktop,CAMP001,C,0,-0.91,1000+,Education,2025-07-09 20:18:44,45
d3a9fcc6-4bbc-4706-8fe1-b6f36c789a94,Darrell Grant,randrade@example.org,957-495-5738x1567,24,18-25,Chandigarh,2,Married,Self-Employed,227002,712,PhD,1,79.66,1,5,1,1,SEO,0,Desktop,CAMP001,A,0,0.38,200-1000,Tech,2025-07-08 16:51:21,60
6ca4c622-ee06-4a2d-9801-53b01496059f,Matthew Martinez,melissalogan@example.com,991.869.4973,33,26-35,Indore,3,Married with Kids,Student,915714,429,Postgrad,7,112.59,1,0,0,1,Email,1,Desktop,CAMP003,B,0,-0.24,1000+,Finance,2025-07-08 09:52:38,20
62255dd3-b1c0-4d85-ae06-89b476bd56fc,Terry Phillips,yrodriguez@example.org,+1-375-934-0961x99751,60,51+,Indore,3,Married with Kids,Salaried,322012,422,PhD,5,45.32,0,5,0,1,Paid Ad,0,Desktop,CAMP003,B,0,-0.02,<50,Tech,2025-06-28 08:17:10,15
d25e434c-37d8-441d-b35b-b72a6b4eda44,Samantha Brown,hernandezaustin@example.org,(426)496-9672x7833,36,36-50,Rajkot,3,Married,Freelancer,918302,819,Graduate,11,122.7,1,1,0,0,SEO,0,Mobile,CAMP003,A,0,-0.46,<50,Tech,2025-07-01 09:56:12,35
7dfc3668-f9a1-4822-b53d-d860ec24edb5,Justin Hogan,kevinfisher@example.net,420-806-7897,38,36-50,Chandigarh,2,Single,Salaried,137475,421,Undergrad,15,73.25,1,3,1,1,Paid Ad,1,Tablet,CAMP001,A,1,0.06,1000+,Real Estate,2025-07-05 06:25:34,50
f70f47b3-5ed6-4b88-bdbe-2e471edf5358,Brandon Turner,ashaffer@example.org,(898)639-4541,52,51+,Ahmedabad,2,Single,Freelancer,717444,544,PhD,15,95.36,0,5,1,0,Paid Ad,0,Mobile,CAMP002,C,1,-0.3,200-1000,Healthcare,2025-07-01 18:29:25,60
1b85e50c-af92-487c-bcca-d5d606fa3864,Aaron Bowman,kreed@example.net,430-404-5578x68592,22,18-25,Mumbai,1,Single,Unemployed,899354,815,Graduate,12,74.73,1,3,1,1,SEO,0,Mobile,CAMP002,A,0,0.33,200-1000,Finance,2025-06-19 02:50:14,50
0d60532b-f9f6-480b-bd36-5893dd9faba8,James Bauer,tlucas@example.net,644-420-1803,45,36-50,Ahmedabad,2,Married with Kids,Student,849637,848,Postgrad,14,140.26,0,2,0,0,SEO,0,Tablet,CAMP002,A,0,0.23,50-200,Education,2025-06-13 01:31:42,30
bbc64890-ffe3-4e68-a0e9-b4e0b7a7ab99,Julie Nielsen,glassanthony@example.net,(968)370-8179x62116,41,36-50,Ahmedabad,2,Single,Salaried,542745,764,Postgrad,4,11.66,0,3,0,1,Paid Ad,1,Mobile,CAMP002,B,1,0.58,1000+,Tech,2025-06-20 03:07:16,25
63bb3cfa-43e5-4ee5-8a6c-a4e73c36d8ff,Katie Whitney,mdrake@example.net,+1-801-866-5813,51,51+,Bangalore,1,Married,Freelancer,990572,538,Undergrad,7,16.46,0,0,1,0,Email,0,Desktop,CAMP001,C,1,-0.13,1000+,Tech,2025-06-20 22:45:33,35
2732bc54-f5b6-4341-82f0-4e502ac66e9b,Shannon Johnson,rboyer@example.org,(613)905-0963,45,36-50,Chandigarh,2,Married,Student,627079,712,PhD,5,130.26,0,0,0,0,Paid Ad,0,Desktop,CAMP003,A,0,-0.96,1000+,Finance,2025-07-09 17:35:17,20
87983fcc-4b6e-4945-a498-293231b5a8ec,Melissa Sanders,jordanwallace@example.org,001-879-343-4441x7566,33,26-35,Pune,2,Married with Kids,Freelancer,435297,686,PhD,9,33.74,0,2,1,0,Paid Ad,1,Mobile,CAMP002,B,1,0.32,1000+,Finance,2025-07-12 03:33:50,35
38f6ea64-166a-43c0-af92-564465ff8930,William Silva,christinesmith@example.net,001-776-210-3216,32,26-35,Bangalore,1,Single,Self-Employed,938608,329,Postgrad,9,65.33,1,4,1,0,Paid Ad,0,Tablet,CAMP003,C,0,0.1,1000+,Finance,2025-07-10 00:04:46,55
ab3e16d5-60e4-4909-a668-fad175a473f4,Andrew Neal,danielchristine@example.net,+1-830-990-4581,36,36-50,Indore,3,Married with Kids,Unemployed,351655,560,Undergrad,15,112.95,1,4,0,0,Referral,0,Desktop,CAMP003,A,0,0.87,1000+,Healthcare,2025-06-22 01:28:30,50
99ca4469-151b-48ab-9c21-ed6399d9b808,Alexandra Anderson,milleranna@example.net,8527731187,39,36-50,Pune,2,Married with Kids,Freelancer,190205,348,PhD,8,77.02,0,5,0,0,Email,0,Mobile,CAMP001,A,0,-0.43,50-200,Tech,2025-07-02 23:02:46,45
2f8e6eda-2f89-4418-ac34-a5ba7dc48573,Christopher Price,jessica38@example.com,401-695-9922,35,26-35,Rajkot,3,Married with Kids,Unemployed,169575,747,Postgrad,11,14.58,1,2,1,1,Email,0,Mobile,CAMP001,A,0,0.5,<50,Real Estate,2025-07-11 09:59:42,45
4577057a-e01b-43c2-b0c9-aed52d9be2d2,Scott Johnson,freynolds@example.com,001-822-320-9764,24,18-25,Pune,2,Married with Kids,Self-Employed,975205,472,Graduate,2,109.61,0,2,1,0,Paid Ad,1,Tablet,CAMP003,C,0,0.73,<50,Healthcare,2025-07-09 18:52:03,35
